Time;Displacement;Force;Velocity;
1,894;-1,494;-1006,809;-2,207;
1,894;-1,494;-957,590;-2,166;
1,894;-1,494;-914,457;-2,125;
1,894;-1,494;-876,459;-2,084;
1,895;-1,495;-787,824;-2,001;
1,895;-1,496;-722,989;-1,876;
1,895;-1,496;-670,372;-1,750;
1,896;-1,497;-624,010;-1,624;
1,896;-1,497;-581,491;-1,498;
1,897;-1,498;-538,821;-1,368;
1,897;-1,498;-497,893;-1,231;
1,897;-1,499;-457,755;-1,095;
1,898;-1,499;-417,899;-0,959;
1,898;-1,499;-378,182;-0,823;
1,899;-1,500;-317,841;-0,641;
1,899;-1,500;-256,194;-0,414;
1,900;-1,500;-192,670;-0,187;
1,900;-1,500;-127,719;0,040;
1,901;-1,500;-85,941;0,225;
1,901;-1,500;-84,065;0,297;
1,901;-1,500;-71,451;0,314;
1,901;-1,500;-58,920;0,347;
1,901;-1,500;-46,785;0,380;
1,901;-1,500;-17,728;0,441;
1,902;-1,500;10,006;0,530;
1,902;-1,499;36,755;0,618;
1,902;-1,499;63,000;0,707;
1,903;-1,499;108,614;0,837;
1,903;-1,498;154,433;1,008;
1,903;-1,498;200,999;1,179;
1,904;-1,497;248,302;1,350;
1,905;-1,496;310,346;1,555;
1,905;-1,495;373,124;1,792;
1,906;-1,494;436,516;2,029;
1,907;-1,492;499,995;2,266;
1,907;-1,491;546,914;2,465;
1,907;-1,490;591,613;2,628;
1,908;-1,489;634,792;2,791;
1,909;-1,486;710,275;3,037;
1,910;-1,483;782,445;3,366;
1,911;-1,480;850,310;3,694;
1,911;-1,476;911,249;4,022;
1,912;-1,472;965,353;4,364;
1,913;-1,467;1004,975;4,722;
1,914;-1,462;1030,798;5,078;
1,915;-1,457;1046,902;5,433;
1,916;-1,451;1057,989;5,787;
1,918;-1,442;1069,249;6,215;
1,919;-1,433;1082,628;6,717;
1,921;-1,423;1096,003;7,215;
1,922;-1,412;1108,964;7,709;
1,923;-1,400;1121,827;8,200;
1,926;-1,375;1141,673;8,937;
1,929;-1,346;1167,548;9,910;
1,932;-1,315;1192,907;10,863;
1,935;-1,281;1217,785;11,794;
1,945;-1,146;1271,289;13,751;
1,954;-0,984;1346,075;16,520;
1,964;-0,799;1410,919;18,897;
1,974;-0,595;1464,700;20,827;
1,992;-0,186;1518,861;22,657;
2,010;0,238;1546,643;23,480;
2,028;0,643;1524,899;22,428;
2,046;0,996;1455,324;19,586;
2,073;1,369;1309,241;13,836;
2,100;1,500;1074,684;4,871;
2,100;1,500;945,759;-0,039;
2,100;1,500;908,218;-0,047;
2,100;1,500;871,901;-0,055;
2,100;1,500;836,814;-0,064;
2,100;1,500;682,596;-0,089;
2,100;1,500;551,311;-0,131;
2,101;1,500;439,916;-0,173;
2,101;1,500;345,161;-0,215;
2,101;1,500;207,004;-0,274;
2,101;1,500;102,441;-0,352;
2,101;1,500;21,358;-0,429;
2,102;1,500;-43,218;-0,506;
2,102;1,500;-65,523;-0,559;
2,102;1,500;-65,816;-0,570;
2,102;1,500;-91,905;-0,594;
2,102;1,499;-116,089;-0,634;
2,102;1,499;-138,307;-0,674;
2,102;1,499;-174,153;-0,730;
2,102;1,499;-206,052;-0,802;
2,103;1,499;-234,777;-0,875;
2,103;1,499;-261,224;-0,948;
2,103;1,498;-300,685;-1,046;
2,103;1,498;-337,457;-1,170;
2,104;1,498;-373,139;-1,294;
2,104;1,497;-408,560;-1,418;
2,104;1,497;-443,724;-1,542;
2,105;1,496;-493,571;-1,699;
2,105;1,495;-543,514;-1,889;
2,106;1,494;-593,721;-2,079;
2,106;1,492;-644,156;-2,269;
2,107;1,491;-690,692;-2,450;
2,107;1,490;-736,496;-2,623;
2,108;1,489;-781,318;-2,796;
2,108;1,487;-824,949;-2,969;
2,109;1,485;-892,502;-3,206;
2,110;1,482;-956,961;-3,509;
2,111;1,479;-1016,714;-3,810;
2,112;1,475;-1069,584;-4,111;
2,113;1,471;-1118,303;-4,437;
2,114;1,466;-1153,641;-4,786;
2,115;1,461;-1176,670;-5,135;
2,115;1,456;-1191,311;-5,482;
2,116;1,450;-1201,846;-5,837;
2,117;1,444;-1211,459;-6,198;
2,119;1,437;-1220,959;-6,557;
2,120;1,430;-1230,691;-6,915;
2,121;1,423;-1240,002;-7,271;
2,122;1,411;-1252,236;-7,733;
2,124;1,397;-1267,294;-8,299;
2,125;1,383;-1282,137;-8,859;
2,127;1,367;-1296,987;-9,414;
2,133;1,309;-1328,922;-10,604;
2,138;1,241;-1376,379;-12,379;
2,144;1,164;-1421,578;-14,061;
2,153;1,008;-1479,686;-16,191;
2,163;0,829;-1544,983;-18,580;
2,172;0,631;-1599,533;-20,546;
2,182;0,419;-1641,444;-22,042;
2,199;0,025;-1678,827;-23,229;
2,216;-0,370;-1687,413;-23,334;
2,233;-0,740;-1652,357;-21,795;
2,250;-1,057;-1576,113;-18,720;
2,278;-1,414;-1417,495;-12,505;
2,301;-1,500;-1190,316;-3,837;
2,301;-1,500;-1082,389;0,273;
2,301;-1,500;-1031,871;0,280;
2,301;-1,500;-983,398;0,292;
2,301;-1,500;-937,023;0,303;
2,301;-1,500;-794,805;0,327;
2,301;-1,500;-671,456;0,364;
2,301;-1,500;-564,901;0,401;
2,301;-1,500;-472,734;0,439;
2,302;-1,500;-275,576;0,510;
2,302;-1,499;-141,531;0,616;
2,302;-1,499;-73,308;0,704;
2,302;-1,499;-72,516;0,734;
2,302;-1,499;-46,158;0,755;
2,302;-1,499;-21,697;0,786;
2,302;-1,499;0,830;0,818;
2,302;-1,499;41,914;0,866;
2,303;-1,499;77,623;0,931;
2,303;-1,499;108,918;0,996;
2,303;-1,498;136,921;1,061;
2,303;-1,498;178,357;1,151;
2,304;-1,498;215,382;1,264;
2,304;-1,497;250,167;1,378;
2,304;-1,497;283,919;1,492;
2,305;-1,496;316,937;1,605;
2,305;-1,495;377,199;1,781;
2,306;-1,494;437,906;2,019;
2,306;-1,492;499,534;2,256;
2,307;-1,491;561,220;2,493;
2,308;-1,490;607,896;2,696;
2,308;-1,488;652,420;2,864;
2,308;-1,487;695,312;3,032;
2,309;-1,484;762,835;3,267;
2,310;-1,481;826,385;3,567;
2,311;-1,478;884,639;3,867;
2,312;-1,475;935,666;4,167;
2,313;-1,470;983,466;4,498;
2,314;-1,465;1017,111;4,860;
2,315;-1,460;1038,368;5,220;
2,316;-1,455;1051,957;5,580;
2,317;-1,448;1062,284;5,948;
2,318;-1,442;1072,201;6,325;
2,319;-1,435;1082,386;6,700;
2,320;-1,427;1092,469;7,073;
2,321;-1,419;1102,111;7,444;
2,325;-1,389;1123,441;8,258;
2,328;-1,355;1156,642;9,499;
2,332;-1,316;1189,037;10,708;
2,336;-1,273;1220,310;11,883;
2,339;-1,226;1250,715;13,020;
2,346;-1,122;1294,326;14,624;
2,353;-1,003;1347,492;16,596;
2,361;-0,872;1396,880;18,360;
2,363;-0,831;1423,758;19,394;
2,365;-0,789;1435,776;19,832;
2,367;-0,745;1447,381;20,248;
2,369;-0,701;1458,312;20,642;
2,376;-0,546;1480,764;21,410;
2,384;-0,385;1508,681;22,383;
2,391;-0,218;1529,117;23,068;
2,405;0,117;1545,366;23,499;
2,419;0,446;1539,451;23,090;
2,433;0,752;1502,942;21,531;
2,448;1,022;1437,625;18,898;
2,474;1,377;1300,320;13,492;
2,500;1,500;1069,304;4,666;
2,500;1,500;943,086;-0,141;
2,500;1,500;904,574;-0,149;
2,500;1,500;867,340;-0,158;
2,501;1,500;831,369;-0,166;
2,501;1,500;671,858;-0,192;
2,501;1,500;536,315;-0,234;
2,501;1,500;421,520;-0,276;
2,501;1,500;324,054;-0,319;
2,501;1,500;184,381;-0,378;
2,501;1,500;78,537;-0,454;
2,502;1,500;-3,582;-0,531;
2,502;1,499;-66,738;-0,606;
2,502;1,499;-67,862;-0,648;
2,502;1,499;-92,149;-0,659;
2,502;1,499;-114,983;-0,692;
2,502;1,499;-136,063;-0,726;
2,502;1,499;-172,465;-0,775;
2,502;1,499;-204,644;-0,839;
2,503;1,499;-233,318;-0,904;
2,503;1,499;-259,377;-0,969;
2,503;1,498;-299,776;-1,060;
2,503;1,498;-336,453;-1,177;
2,504;1,498;-371,375;-1,294;
2,504;1,497;-405,622;-1,412;
2,504;1,497;-439,365;-1,529;
2,505;1,496;-495,334;-1,697;
2,506;1,495;-551,509;-1,914;
2,506;1,493;-608,450;-2,132;
2,507;1,492;-665,857;-2,350;
2,507;1,490;-735,967;-2,599;
2,508;1,488;-805,120;-2,879;
2,509;1,485;-872,464;-3,159;
2,510;1,483;-936,727;-3,438;
2,511;1,479;-1014,264;-3,772;
2,512;1,474;-1080,138;-4,161;
2,513;1,469;-1130,557;-4,549;
2,514;1,464;-1164,557;-4,935;
2,515;1,458;-1186,664;-5,343;
2,516;1,452;-1198,798;-5,722;
2,517;1,447;-1207,704;-6,050;
2,518;1,441;-1216,229;-6,376;
2,519;1,435;-1224,811;-6,701;
2,523;1,402;-1249,087;-7,614;
2,527;1,364;-1288,450;-9,091;
2,532;1,319;-1326,797;-10,528;
2,541;1,198;-1386,108;-12,725;
2,551;1,052;-1461,567;-15,515;
2,553;1,003;-1505,353;-17,164;
2,556;0,952;-1524,466;-17,866;
2,559;0,900;-1542,707;-18,532;
2,562;0,845;-1560,044;-19,162;
2,573;0,611;-1599,852;-20,546;
2,585;0,357;-1648,603;-22,260;
2,596;0,092;-1678,760;-23,262;
2,608;-0,176;-1689,412;-23,521;
2,625;-0,582;-1674,015;-22,708;
2,643;-0,942;-1612,284;-20,156;
2,661;-1,229;-1507,627;-16,024;
2,679;-1,419;-1368,346;-10,636;
2,697;-1,498;-1205,456;-4,413;
2,697;-1,498;-1119,740;-1,148;
2,697;-1,498;-1092,705;-1,139;
2,697;-1,498;-1066,581;-1,130;
2,697;-1,498;-1041,343;-1,121;
2,697;-1,499;-918,066;-1,092;
2,697;-1,499;-815,045;-1,044;
2,697;-1,499;-729,126;-0,995;
2,698;-1,499;-657,054;-0,946;
2,698;-1,499;-566,220;-0,883;
2,698;-1,499;-495,357;-0,806;
2,698;-1,499;-438,407;-0,729;
2,698;-1,500;-391,179;-0,652;
2,699;-1,500;-350,950;-0,575;
2,699;-1,500;-305,559;-0,484;
2,699;-1,500;-266,041;-0,380;
2,699;-1,500;-230,049;-0,276;
2,700;-1,500;-196,097;-0,172;
2,700;-1,500;-163,453;-0,068;
2,700;-1,500;-116,183;0,067;
2,701;-1,500;-86,716;0,202;
2,701;-1,500;-85,450;0,250;
2,701;-1,500;-63,800;0,287;
2,701;-1,500;-42,236;0,355;
2,701;-1,500;-21,170;0,424;
2,702;-1,500;7,390;0,508;
2,702;-1,499;36,032;0,607;
2,702;-1,499;64,574;0,706;
2,702;-1,499;99,039;0,819;
2,703;-1,499;133,947;0,944;
2,703;-1,498;169,010;1,069;
2,703;-1,498;206,232;1,199;
2,704;-1,497;243,626;1,334;
2,704;-1,497;281,019;1,468;
2,705;-1,496;320,572;1,607;
2,705;-1,496;360,176;1,752;
2,705;-1,495;399,654;1,896;
2,706;-1,494;439,334;2,041;
2,706;-1,493;478,765;2,187;
2,707;-1,492;517,837;2,333;
2,707;-1,490;582,360;2,540;
2,708;-1,488;646,727;2,809;
2,709;-1,486;710,610;3,077;
2,709;-1,484;772,819;3,344;
2,710;-1,481;839,061;3,633;
2,711;-1,477;898,552;3,943;
2,712;-1,474;948,851;4,253;
2,713;-1,470;988,297;4,561;
2,714;-1,462;1030,465;5,005;
2,716;-1,455;1048,807;5,502;
2,717;-1,449;1060,671;5,917;
2,718;-1,441;1072,122;6,330;
2,719;-1,433;1083,171;6,741;
2,720;-1,425;1093,935;7,149;
2,724;-1,399;1114,465;7,922;
2,727;-1,370;1144,247;9,047;
2,730;-1,337;1173,685;10,148;
2,733;-1,300;1202,433;11,222;
2,741;-1,202;1248,909;12,944;
2,749;-1,086;1310,144;15,202;
2,756;-0,954;1363,688;17,242;
2,758;-0,912;1397,360;18,448;
2,761;-0,868;1411,703;18,962;
2,763;-0,824;1425,108;19,453;
2,765;-0,778;1437,976;19,918;
2,772;-0,635;1462,261;20,763;
2,779;-0,485;1492,768;21,841;
2,786;-0,329;1516,678;22,665;
2,800;0,009;1540,345;23,376;
2,815;0,347;1544,406;23,342;
2,829;0,667;1516,645;22,108;
2,844;0,953;1458,433;19,735;
2,868;1,314;1337,828;14,957;
2,892;1,489;1136,204;7,216;
2,892;1,489;1023,041;2,906;
2,892;1,489;1005,174;2,893;
2,892;1,489;988,119;2,876;
2,892;1,489;971,916;2,858;
2,892;1,489;921,639;2,820;
2,893;1,490;878,689;2,760;
2,893;1,490;841,783;2,700;
2,893;1,491;809,464;2,640;
2,893;1,491;765,957;2,561;
2,894;1,492;728,264;2,464;
2,894;1,493;694,064;2,367;
2,894;1,493;661,875;2,271;
2,894;1,494;631,015;2,174;
2,895;1,495;586,628;2,048;
2,895;1,496;542,996;1,894;
2,896;1,496;499,287;1,740;
2,896;1,497;455,166;1,586;
2,897;1,498;395,174;1,397;
2,897;1,499;333,825;1,174;
2,898;1,499;270,944;0,951;
2,898;1,500;206,948;0,727;
2,899;1,500;134,756;0,487;
2,900;1,500;61,712;0,229;
2,900;1,500;-12,190;-0,029;
2,901;1,500;-56,888;-0,233;
2,901;1,500;-58,763;-0,305;
2,901;1,500;-71,733;-0,325;
2,901;1,500;-84,501;-0,357;
2,901;1,500;-96,836;-0,390;
2,901;1,500;-127,325;-0,452;
2,902;1,500;-156,188;-0,543;
2,902;1,499;-183,877;-0,634;
2,902;1,499;-210,953;-0,725;
2,903;1,499;-255,826;-0,854;
2,903;1,498;-300,749;-1,021;
2,903;1,498;-346,254;-1,188;
2,904;1,497;-392,380;-1,354;
2,904;1,497;-434,622;-1,512;
2,905;1,496;-476,631;-1,661;
2,905;1,495;-518,225;-1,810;
2,906;1,494;-559,313;-1,959;
2,906;1,493;-627,534;-2,172;
2,907;1,491;-696,596;-2,449;
2,908;1,489;-765,987;-2,727;
2,909;1,487;-834,221;-3,003;
2,909;1,485;-882,431;-3,234;
2,910;1,483;-927,121;-3,420;
2,910;1,481;-968,866;-3,605;
2,911;1,479;-1023,888;-3,838;
2,912;1,475;-1072,219;-4,118;
2,912;1,472;-1112,190;-4,398;
2,913;1,468;-1143,202;-4,678;
2,915;1,461;-1176,727;-5,082;
2,916;1,454;-1193,606;-5,560;
2,917;1,447;-1205,366;-5,986;
2,918;1,440;-1217,043;-6,409;
2,919;1,432;-1228,303;-6,830;
2,921;1,423;-1239,236;-7,248;
2,924;1,393;-1261,704;-8,092;
2,928;1,359;-1294,960;-9,345;
2,931;1,321;-1327,687;-10,568;
2,935;1,278;-1359,505;-11,755;
2,944;1,162;-1410,466;-13,639;
2,946;1,123;-1453,662;-15,263;
2,949;1,082;-1472,783;-15,971;
2,951;1,040;-1491,306;-16,652;
2,954;0,996;-1509,073;-17,307;
2,962;0,854;-1542,904;-18,523;
2,969;0,699;-1587,538;-20,135;
2,977;0,535;-1624,760;-21,456;
2,985;0,363;-1653,752;-22,466;
3,001;-0,025;-1682,479;-23,343;
3,018;-0,410;-1685,532;-23,244;
3,034;-0,768;-1646,943;-21,576;
3,051;-1,074;-1569,269;-18,454;
3,080;-1,426;-1406,784;-12,097;
3,099;-1,500;-1190,150;-3,836;
3,099;-1,500;-1097,213;-0,297;
3,099;-1,500;-1060,506;-0,295;
3,099;-1,500;-1024,929;-0,286;
3,099;-1,500;-990,642;-0,276;
3,099;-1,500;-861,724;-0,252;
3,100;-1,500;-750,283;-0,214;
3,100;-1,500;-654,286;-0,175;
3,100;-1,500;-571,421;-0,137;
3,100;-1,500;-424,486;-0,074;
3,100;-1,500;-316,760;0,013;
3,100;-1,500;-235,086;0,100;
3,101;-1,500;-170,853;0,187;
3,101;-1,500;-118,704;0,274;
3,101;-1,500;-82,521;0,353;
3,101;-1,500;-81,537;0,391;
3,101;-1,500;-61,523;0,410;
3,101;-1,500;-42,322;0,454;
3,101;-1,500;-24,247;0,497;
3,102;-1,500;6,913;0,560;
3,102;-1,499;35,841;0,643;
3,102;-1,499;63,045;0,727;
3,102;-1,499;89,135;0,810;
3,103;-1,499;130,860;0,926;
3,103;-1,498;171,788;1,074;
3,104;-1,498;212,667;1,222;
3,104;-1,497;253,808;1,371;
3,104;-1,497;293,281;1,515;
3,105;-1,496;332,467;1,655;
3,105;-1,495;371,367;1,795;
3,105;-1,495;409,080;1,933;
3,106;-1,494;446,411;2,070;
3,106;-1,493;483,361;2,206;
3,107;-1,491;548,955;2,410;
3,108;-1,489;614,727;2,682;
3,108;-1,487;680,573;2,955;
3,109;-1,485;745,279;3,226;
3,110;-1,482;813,342;3,515;
3,111;-1,479;875,494;3,822;
3,112;-1,475;929,399;4,128;
3,113;-1,471;973,149;4,433;
3,114;-1,463;1025,008;4,894;
3,115;-1,460;1040,363;5,307;
3,115;-1,457;1048,517;5,516;
3,116;-1,453;1055,477;5,724;
3,117;-1,450;1061,600;5,931;
3,117;-1,446;1067,285;6,139;
3,119;-1,434;1078,883;6,588;
3,121;-1,420;1097,610;7,275;
3,123;-1,404;1115,556;7,956;
3,125;-1,387;1133,245;8,630;
3,127;-1,369;1151,136;9,295;
3,133;-1,308;1185,583;10,581;
3,138;-1,237;1235,572;12,434;
3,144;-1,156;1282,498;14,186;
3,150;-1,065;1326,561;15,822;
3,156;-0,965;1367,629;17,330;
3,169;-0,711;1427,449;19,460;
3,182;-0,428;1491,249;21,741;
3,195;-0,126;1531,637;23,113;
3,208;0,181;1546,812;23,517;
3,226;0,584;1531,098;22,694;
3,243;0,942;1469,421;20,150;
3,261;1,227;1365,580;16,047;
3,279;1,417;1227,541;10,702;
3,297;1,498;1065,915;4,528;
3,297;1,498;980,658;1,281;
3,297;1,498;932,471;1,274;
3,297;1,498;887,052;1,257;
3,297;1,498;844,502;1,240;
3,297;1,498;754,154;1,210;
3,297;1,498;675,890;1,170;
3,297;1,498;608,378;1,129;
3,297;1,499;549,968;1,088;
3,298;1,499;418,615;1,006;
3,298;1,499;329,108;0,881;
3,298;1,499;273,113;0,770;
3,298;1,500;225,927;0,671;
3,299;1,500;184,986;0,573;
3,299;1,500;148,481;0,474;
3,299;1,500;114,860;0,376;
3,300;1,500;56,174;0,224;
3,300;1,500;0,057;0,019;
3,301;1,500;-55,376;-0,182;
3,301;1,500;-57,773;-0,273;
3,301;1,500;-81,082;-0,315;
3,301;1,500;-103,816;-0,382;
3,301;1,500;-125,725;-0,450;
3,302;1,500;-159,938;-0,541;
3,302;1,499;-193,328;-0,656;
3,302;1,499;-226,271;-0,771;
3,303;1,499;-259,099;-0,886;
3,303;1,498;-295,036;-1,008;
3,303;1,498;-331,151;-1,137;
3,304;1,498;-367,273;-1,266;
3,304;1,497;-408,961;-1,407;
3,304;1,496;-450,732;-1,560;
3,305;1,496;-492,562;-1,713;
3,305;1,495;-534,395;-1,866;
3,306;1,494;-574,866;-2,016;
3,306;1,493;-614,945;-2,163;
3,307;1,492;-654,597;-2,311;
3,307;1,491;-718,397;-2,516;
3,308;1,489;-781,961;-2,779;
3,309;1,486;-845,034;-3,042;
3,309;1,484;-906,555;-3,305;
3,310;1,481;-973,331;-3,591;
3,311;1,478;-1033,708;-3,901;
3,312;1,474;-1085,252;-4,210;
3,313;1,470;-1126,173;-4,518;
3,315;1,461;-1174,174;-5,001;
3,315;1,458;-1188,308;-5,436;
3,316;1,455;-1195,428;-5,649;
3,316;1,451;-1201,884;-5,862;
3,317;1,448;-1207,882;-6,075;
3,318;1,444;-1213,628;-6,287;
3,321;1,418;-1232,860;-7,034;
3,322;1,410;-1255,559;-7,861;
3,323;1,401;-1265,507;-8,239;
3,324;1,391;-1275,179;-8,615;
3,326;1,382;-1285,210;-8,987;
3,327;1,372;-1295,370;-9,358;
3,329;1,347;-1311,340;-9,960;
3,332;1,320;-1333,265;-10,787;
3,334;1,291;-1354,964;-11,596;
3,337;1,260;-1376,205;-12,389;
3,343;1,172;-1413,257;-13,756;
3,349;1,071;-1463,643;-15,614;
3,351;1,039;-1493,560;-16,744;
3,353;1,006;-1506,981;-17,239;
3,355;0,972;-1520,031;-17,717;
3,357;0,937;-1532,693;-18,180;
3,368;0,731;-1571,242;-19,533;
3,378;0,506;-1624,219;-21,425;
3,389;0,267;-1662,048;-22,734;
3,399;0,021;-1683,751;-23,425;
3,416;-0,368;-1687,098;-23,334;
3,433;-0,733;-1652,897;-21,825;
3,449;-1,047;-1578,415;-18,822;
3,466;-1,290;-1468,975;-14,532;
3,483;-1,444;-1332,082;-9,248;
3,497;-1,498;-1190,557;-3,838;
3,497;-1,498;-1123,353;-1,278;
3,497;-1,498;-1097,018;-1,278;
3,497;-1,498;-1071,367;-1,269;
3,497;-1,498;-1046,613;-1,260;
3,497;-1,498;-948,286;-1,235;
3,497;-1,498;-863,422;-1,194;
3,497;-1,498;-790,399;-1,154;
3,497;-1,498;-727,333;-1,114;
3,497;-1,499;-624,064;-1,052;
3,498;-1,499;-545,466;-0,968;
3,498;-1,499;-483,537;-0,885;
3,498;-1,499;-432,885;-0,802;
3,498;-1,499;-390,151;-0,718;
3,499;-1,500;-345,522;-0,625;
3,499;-1,500;-306,446;-0,521;
3,499;-1,500;-270,750;-0,418;
3,499;-1,500;-237,049;-0,314;
3,500;-1,500;-204,625;-0,210;
3,500;-1,500;-156,398;-0,073;
3,501;-1,500;-109,171;0,097;
3,501;-1,500;-85,941;0,222;
3,501;-1,500;-84,799;0,266;
3,501;-1,500;-63,884;0,294;
3,501;-1,500;-43,032;0,358;
3,501;-1,500;-22,751;0,423;
3,502;-1,500;5,222;0,503;
3,502;-1,499;33,170;0,599;
3,502;-1,499;60,935;0,695;
3,502;-1,499;93,672;0,802;
3,503;-1,499;126,703;0,920;
3,503;-1,498;159,809;1,038;
3,503;-1,498;197,966;1,166;
3,504;-1,497;236,567;1,306;
3,504;-1,497;275,299;1,446;
3,505;-1,496;315,736;1,590;
3,505;-1,496;356,135;1,737;
3,505;-1,495;396,407;1,884;
3,506;-1,494;436,479;2,031;
3,506;-1,492;503,919;2,243;
3,507;-1,490;571,950;2,520;
3,508;-1,488;640,465;2,796;
3,509;-1,486;708,199;3,073;
3,509;-1,485;753,291;3,297;
3,510;-1,483;794,814;3,470;
3,510;-1,481;833,560;3,643;
3,511;-1,478;886,395;3,866;
3,512;-1,475;932,759;4,139;
3,512;-1,472;971,149;4,411;
3,513;-1,468;1001,035;4,682;
3,515;-1,461;1033,505;5,071;
3,516;-1,456;1049,264;5,495;
3,516;-1,450;1059,402;5,837;
3,517;-1,445;1068,432;6,178;
3,518;-1,438;1077,330;6,517;
3,522;-1,408;1101,048;7,406;
3,527;-1,372;1138,748;8,824;
3,531;-1,330;1175,610;10,205;
3,547;-1,103;1265,417;13,505;
3,564;-0,799;1389,345;18,064;
3,581;-0,439;1481,057;21,364;
3,598;-0,048;1534,118;23,177;
3,616;0,372;1545,135;23,344;
3,634;0,762;1507,931;21,705;
3,652;1,092;1423,955;18,346;
3,670;1,335;1300,258;13,534;
3,688;1,473;1147,203;7,649;
3,691;1,486;1047,345;3,837;
3,691;1,486;1031,104;3,219;
3,691;1,486;1007,761;3,193;
3,692;1,487;986,005;3,159;
3,692;1,487;965,834;3,124;
3,692;1,488;928,553;3,071;
3,692;1,488;895,530;2,998;
3,692;1,489;865,900;2,926;
3,692;1,489;838,676;2,853;
3,693;1,490;799,862;2,758;
3,693;1,491;763,640;2,640;
3,693;1,492;728,502;2,522;
3,694;1,493;693,619;2,404;
3,694;1,493;658,888;2,286;
3,695;1,495;601,404;2,118;
3,695;1,496;542,691;1,900;
3,696;1,497;482,036;1,681;
3,696;1,498;419,819;1,463;
3,697;1,498;349,292;1,228;
3,698;1,499;277,817;0,975;
3,698;1,500;205,473;0,723;
3,699;1,500;132,563;0,470;
3,700;1,500;51,418;0,199;
3,701;1,500;-30,587;-0,090;
3,701;1,500;-57,706;-0,278;
3,701;1,500;-58,825;-0,320;
3,701;1,500;-72,022;-0,337;
3,701;1,500;-85,042;-0,369;
3,701;1,500;-97,585;-0,401;
3,701;1,500;-127,113;-0,460;
3,702;1,500;-154,958;-0,545;
3,702;1,499;-181,521;-0,631;
3,702;1,499;-207,348;-0,716;
3,703;1,499;-250,427;-0,838;
3,703;1,498;-293,275;-0,996;
3,703;1,498;-336,488;-1,153;
3,704;1,497;-380,211;-1,311;
3,704;1,496;-443,413;-1,513;
3,705;1,495;-507,797;-1,759;
3,706;1,494;-573,181;-2,005;
3,706;1,492;-638,970;-2,251;
3,707;1,491;-687,037;-2,456;
3,707;1,490;-732,738;-2,623;
3,708;1,489;-776,818;-2,788;
3,709;1,486;-851,384;-3,033;
3,710;1,483;-922,559;-3,355;
3,710;1,480;-989,518;-3,677;
3,711;1,477;-1049,884;-3,998;
3,712;1,472;-1105,283;-4,340;
3,713;1,467;-1145,994;-4,703;
3,714;1,462;-1172,480;-5,064;
3,715;1,457;-1188,912;-5,424;
3,716;1,451;-1200,181;-5,783;
3,718;1,443;-1211,328;-6,208;
3,719;1,433;-1224,154;-6,698;
3,720;1,424;-1237,413;-7,185;
3,722;1,413;-1250,289;-7,669;
3,723;1,402;-1262,860;-8,149;
3,728;1,362;-1289,261;-9,141;
3,732;1,315;-1328,676;-10,617;
3,736;1,262;-1366,891;-12,041;
3,741;1,203;-1403,463;-13,409;
3,751;1,040;-1462,107;-15,559;
3,762;0,849;-1535,486;-18,240;
3,772;0,635;-1595,965;-20,429;
3,783;0,404;-1642,240;-22,066;
3,793;0,163;-1673,257;-23,109;
3,814;-0,322;-1688,859;-23,425;
3,834;-0,772;-1652,528;-21,798;
3,855;-1,142;-1555,105;-17,893;
3,876;-1,393;-1406,710;-12,117;
3,897;-1,498;-1222,748;-5,075;
3,897;-1,498;-1124,153;-1,320;
3,897;-1,498;-1073,292;-1,303;
3,897;-1,498;-1034,346;-1,286;
3,897;-1,498;-997,589;-1,271;
3,897;-1,498;-962,842;-1,256;
3,897;-1,498;-882,077;-1,229;
3,897;-1,498;-811,441;-1,191;
3,897;-1,498;-749,912;-1,153;
3,897;-1,498;-696,161;-1,115;
3,897;-1,499;-608,175;-1,057;
3,898;-1,499;-539,412;-0,979;
3,898;-1,499;-484,039;-0,902;
3,898;-1,499;-437,938;-0,825;
3,898;-1,499;-398,491;-0,747;
3,898;-1,500;-354,034;-0,657;
3,899;-1,500;-315,124;-0,553;
3,899;-1,500;-279,549;-0,449;
3,899;-1,500;-245,895;-0,345;
3,900;-1,500;-213,471;-0,241;
3,900;-1,500;-165,997;-0,106;
3,900;-1,500;-119,491;0,062;
3,901;-1,500;-86,233;0,204;
3,901;-1,500;-84,615;0,266;
3,901;-1,500;-63,702;0,295;
3,901;-1,500;-42,859;0,359;
3,901;-1,500;-22,585;0,423;
3,902;-1,500;5,385;0,504;
3,902;-1,499;33,331;0,600;
3,902;-1,499;61,095;0,696;
3,902;-1,499;93,842;0,803;
3,903;-1,499;126,884;0,920;
3,903;-1,498;160,002;1,038;
3,903;-1,498;198,124;1,167;
3,904;-1,497;236,685;1,307;
3,904;-1,497;275,376;1,446;
3,905;-1,496;315,706;1,590;
3,905;-1,496;355,996;1,736;
3,905;-1,495;396,157;1,883;
3,906;-1,494;436,115;2,029;
3,906;-1,492;503,539;2,241;
3,907;-1,490;571,562;2,518;
3,908;-1,488;640,084;2,795;
3,909;-1,486;707,837;3,071;
3,909;-1,485;752,913;3,296;
3,910;-1,483;794,425;3,468;
3,910;-1,481;833,169;3,641;
3,911;-1,478;886,039;3,864;
3,912;-1,475;932,458;4,136;
3,912;-1,472;970,925;4,408;
3,913;-1,468;1000,902;4,679;
3,915;-1,461;1033,409;5,066;
3,915;-1,456;1049,246;5,489;
3,916;-1,451;1059,434;5,831;
