Time;Displacement;Force;Velocity;
9,518;-1,443;1070,902;6,239;
9,519;-1,437;1080,568;6,595;
9,520;-1,430;1090,203;6,950;
9,521;-1,423;1099,403;7,302;
9,523;-1,404;1114,886;7,894;
9,525;-1,383;1136,542;8,718;
9,528;-1,360;1158,394;9,531;
9,530;-1,336;1179,751;10,330;
9,533;-1,309;1200,596;11,114;
9,546;-1,130;1266,939;13,543;
9,559;-0,903;1366,195;17,211;
9,572;-0,638;1447,115;20,142;
9,585;-0,344;1505,827;22,210;
9,603;0,081;1543,035;23,389;
9,622;0,499;1539,682;23,030;
9,640;0,877;1486,788;20,808;
9,658;1,184;1388,480;16,902;
9,685;1,461;1212,195;10,066;
9,694;1,493;1048,806;3,842;
9,694;1,493;1007,871;2,283;
9,694;1,493;977,361;2,305;
9,694;1,493;947,857;2,286;
9,694;1,493;920,209;2,267;
9,694;1,493;864,868;2,237;
9,694;1,494;816,251;2,196;
9,694;1,494;773,673;2,154;
9,694;1,494;736,179;2,113;
9,695;1,495;648,287;2,028;
9,695;1,495;583,990;1,900;
9,695;1,496;531,530;1,771;
9,696;1,497;484,985;1,642;
9,696;1,497;442,058;1,514;
9,697;1,498;398,992;1,380;
9,697;1,498;357,548;1,242;
9,697;1,499;316,816;1,103;
9,698;1,499;276,316;0,964;
9,698;1,499;235,928;0,826;
9,699;1,500;174,367;0,640;
9,699;1,500;111,393;0,408;
9,700;1,500;46,431;0,176;
9,701;1,500;-20,015;-0,057;
9,701;1,500;-55,646;-0,233;
9,701;1,500;-57,227;-0,293;
9,701;1,500;-69,833;-0,309;
9,701;1,500;-82,360;-0,342;
9,701;1,500;-94,489;-0,375;
9,701;1,500;-123,413;-0,436;
9,702;1,500;-151,001;-0,523;
9,702;1,499;-177,587;-0,611;
9,702;1,499;-203,652;-0,699;
9,703;1,499;-248,961;-0,828;
9,703;1,498;-294,433;-0,998;
9,703;1,498;-340,616;-1,168;
9,704;1,497;-387,519;-1,337;
9,705;1,496;-448,313;-1,538;
9,705;1,495;-509,784;-1,769;
9,706;1,494;-571,807;-2,001;
9,706;1,493;-633,904;-2,232;
9,707;1,492;-680,622;-2,429;
9,707;1,490;-725,253;-2,592;
9,708;1,489;-768,439;-2,755;
9,709;1,486;-845,065;-3,003;
9,709;1,484;-908,175;-3,308;
9,710;1,481;-968,114;-3,583;
9,711;1,478;-1023,347;-3,858;
9,712;1,475;-1071,644;-4,132;
9,714;1,467;-1147,270;-4,606;
9,715;1,459;-1180,970;-5,201;
9,716;1,454;-1194,961;-5,629;
9,717;1,448;-1204,250;-5,968;
9,718;1,442;-1213,043;-6,306;
9,719;1,436;-1221,913;-6,642;
9,723;1,407;-1244,866;-7,500;
9,727;1,372;-1281,053;-8,860;
9,730;1,332;-1316,462;-10,187;
9,743;1,169;-1388,289;-12,841;
9,756;0,960;-1486,763;-16,484;
9,768;0,714;-1568,864;-19,476;
9,781;0,439;-1631,328;-21,700;
9,800;0,005;-1677,769;-23,213;
9,818;-0,429;-1684,482;-23,238;
9,837;-0,826;-1638,665;-21,278;
9,856;-1,153;-1544,137;-17,500;
9,881;-1,432;-1382,342;-11,202;
9,898;-1,500;-1189,086;-3,833;
9,898;-1,500;-1103,582;-0,576;
9,899;-1,500;-1068,377;-0,573;
9,899;-1,500;-1034,319;-0,563;
9,899;-1,500;-1001,535;-0,553;
9,899;-1,500;-879,525;-0,529;
9,899;-1,500;-774,420;-0,489;
9,899;-1,500;-684,189;-0,449;
9,899;-1,500;-606,528;-0,409;
9,899;-1,500;-475,194;-0,347;
9,899;-1,500;-377,723;-0,261;
9,900;-1,500;-302,906;-0,175;
9,900;-1,500;-243,336;-0,090;
9,900;-1,500;-194,389;-0,004;
9,900;-1,500;-147,756;0,088;
9,901;-1,500;-107,591;0,186;
9,901;-1,500;-83,680;0,267;
9,901;-1,500;-82,841;0,299;
9,901;-1,500;-63,029;0,326;
9,901;-1,500;-43,601;0,381;
9,901;-1,500;-24,935;0,435;
9,902;-1,500;6,277;0,513;
9,902;-1,499;36,442;0,614;
9,902;-1,499;65,902;0,714;
9,902;-1,499;95,045;0,815;
9,903;-1,499;128,011;0,924;
9,903;-1,498;161,135;1,042;
9,903;-1,498;194,262;1,160;
9,904;-1,498;232,992;1,290;
9,904;-1,497;272,176;1,433;
9,905;-1,496;311,482;1,575;
9,905;-1,496;360,268;1,739;
9,906;-1,495;409,305;1,924;
9,906;-1,493;458,519;2,109;
9,907;-1,492;507,713;2,293;
9,907;-1,491;550,632;2,464;
9,907;-1,490;592,495;2,621;
9,908;-1,489;633,358;2,778;
9,909;-1,486;703,091;3,009;
9,909;-1,484;770,691;3,314;
9,910;-1,481;835,036;3,618;
9,911;-1,477;893,973;3,921;
9,912;-1,473;951,064;4,250;
9,913;-1,469;994,723;4,604;
9,914;-1,464;1024,376;4,957;
9,915;-1,459;1043,107;5,308;
9,916;-1,453;1055,687;5,666;
9,917;-1,447;1065,618;6,028;
9,918;-1,441;1074,954;6,390;
9,919;-1,434;1084,436;6,750;
9,922;-1,409;1104,647;7,502;
9,926;-1,381;1134,790;8,634;
9,929;-1,349;1164,370;9,744;
9,939;-1,231;1222,602;11,899;
9,949;-1,083;1303,547;14,911;
9,959;-0,909;1375,477;17,561;
9,969;-0,712;1436,647;19,783;
9,989;-0,265;1505,609;22,151;
10,000;0,000;1543,214;23,438;
